CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,Contract,InternetService,PaperlessBilling,PaymentMethod,OnlineSecurity,TechSupport,StreamingService,MonthlyCharges,TotalCharges,Churn
CUST11194,Female,0,Yes,No,27,Month-to-month,DSL,No,Credit card,Yes,Yes,Yes,55.47,1507.97,No
CUST10875,Female,0,Yes,No,8,Month-to-month,Fiber optic,No,Electronic check,Yes,No,Yes,71.1,582.19,Yes
CUST10332,Male,0,Yes,No,6,One year,DSL,No,Mailed check,Yes,Yes,No,56.47,344.49,No
CUST10410,Female,0,No,No,36,Month-to-month,Fiber optic,Yes,Mailed check,No,Yes,No,61.95,2313.11,Yes
CUST10077,Female,0,No,Yes,57,Month-to-month,Fiber optic,Yes,Credit card,No,No,No,58.19,3422.91,No
CUST10869,Male,1,Yes,No,8,Month-to-month,DSL,No,Electronic check,Yes,Yes,Yes,60.18,558.83,No
CUST10139,Male,0,Yes,No,31,Month-to-month,Fiber optic,No,Credit card,Yes,No,No,61.51,2007.15,No
CUST10544,Female,0,Yes,No,12,Month-to-month,DSL,No,Credit card,No,No,Yes,54.87,542.26,No
CUST10674,Female,0,No,Yes,56,Month-to-month,Fiber optic,No,Bank transfer,No,No,No,58.58,3180.15,No
CUST10921,Male,0,Yes,No,26,Month-to-month,DSL,Yes,Bank transfer,Yes,No,Yes,58.18,1551.19,No
CUST10064,Male,0,Yes,No,52,Month-to-month,DSL,No,Credit card,No,No,No,45.87,2481.85,No
CUST10142,Male,0,No,No,34,Month-to-month,DSL,Yes,Bank transfer,Yes,Yes,Yes,56.92,1762.66,No
CUST10717,Male,0,Yes,No,45,Month-to-month,No,Yes,Credit card,No,No,No,39.2,1757.0,No
CUST10377,Female,0,Yes,Yes,64,One year,Fiber optic,Yes,Electronic check,No,Yes,Yes,76.1,4755.05,No
CUST10364,Female,0,Yes,No,30,One year,Fiber optic,No,Bank transfer,No,No,Yes,67.61,1825.64,No
CUST10140,Male,0,No,No,14,Month-to-month,No,Yes,Mailed check,No,No,No,22.9,375.45,No
CUST10885,Female,0,Yes,No,24,One year,No,Yes,Mailed check,No,No,No,27.93,630.39,No
CUST11042,Female,1,Yes,No,21,Month-to-month,Fiber optic,No,Credit card,No,No,No,60.59,1070.38,No
CUST10225,Female,0,Yes,No,65,Two year,Fiber optic,No,Electronic check,Yes,No,No,66.95,4279.9,No
CUST10515,Female,0,No,Yes,67,One year,Fiber optic,Yes,Mailed check,Yes,No,Yes,71.98,4704.16,No
CUST10267,Female,0,No,Yes,18,Two year,Fiber optic,No,Mailed check,Yes,No,Yes,69.88,1242.49,No
CUST11170,Male,0,Yes,No,71,Two year,Fiber optic,No,Mailed check,No,No,No,55.01,3898.48,No
CUST10487,Male,0,Yes,No,2,Month-to-month,Fiber optic,No,Mailed check,No,No,Yes,66.8,230.73,No
CUST10353,Male,0,No,Yes,22,Month-to-month,DSL,Yes,Electronic check,No,No,Yes,51.17,1109.83,No
CUST11006,Male,0,No,No,25,Two year,DSL,No,Credit card,No,No,Yes,48.45,1145.24,No
CUST10618,Female,0,Yes,No,5,Month-to-month,Fiber optic,Yes,Mailed check,Yes,Yes,Yes,73.16,290.43,No
CUST10668,Female,0,No,No,26,One year,Fiber optic,No,Bank transfer,No,Yes,No,66.86,1571.23,No
CUST10775,Female,0,Yes,Yes,31,Month-to-month,DSL,Yes,Bank transfer,No,No,No,43.83,1431.03,No
CUST10554,Female,0,Yes,No,36,Month-to-month,Fiber optic,Yes,Credit card,Yes,No,Yes,70.69,2593.47,No
CUST10576,Female,0,Yes,Yes,36,Month-to-month,Fiber optic,No,Mailed check,No,No,Yes,65.95,2277.08,Yes
CUST10915,Female,0,Yes,Yes,27,Month-to-month,No,Yes,Electronic check,No,No,No,28.72,655.17,Yes
CUST10466,Male,0,Yes,No,37,Two year,No,Yes,Mailed check,No,No,No,33.24,1090.43,No
CUST10591,Male,0,No,Yes,68,Month-to-month,Fiber optic,No,Bank transfer,No,Yes,Yes,77.47,5247.0,No
CUST10765,Male,0,Yes,Yes,50,Month-to-month,No,No,Mailed check,No,No,No,35.53,1748.08,No
CUST10635,Female,0,No,Yes,46,Month-to-month,Fiber optic,Yes,Credit card,No,Yes,No,57.65,2847.09,No
CUST10838,Male,0,No,No,55,One year,DSL,Yes,Electronic check,No,Yes,No,43.6,2474.12,No
CUST10290,Female,0,No,No,65,Two year,Fiber optic,No,Credit card,No,No,Yes,58.67,3741.11,No
CUST10040,Male,0,Yes,Yes,72,Month-to-month,No,Yes,Bank transfer,No,No,No,28.66,2059.24,No
CUST10031,Male,0,No,No,49,Month-to-month,Fiber optic,Yes,Mailed check,No,No,Yes,61.56,2898.74,No
CUST10243,Female,0,Yes,No,14,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,Yes,No,66.24,1000.93,No
CUST10429,Male,0,No,No,37,Two year,DSL,No,Mailed check,Yes,Yes,No,52.47,2058.5,No
CUST10137,Male,0,Yes,No,16,Two year,Fiber optic,No,Bank transfer,Yes,No,No,58.23,885.06,No
CUST11101,Male,1,No,Yes,70,One year,No,Yes,Credit card,No,No,No,26.98,1857.48,No
CUST10865,Female,1,No,No,38,Month-to-month,Fiber optic,No,Bank transfer,No,Yes,Yes,65.28,2467.14,No
CUST10004,Male,0,No,No,67,Month-to-month,Fiber optic,Yes,Bank transfer,No,No,Yes,65.37,4212.55,No
CUST10833,Male,0,Yes,Yes,44,Month-to-month,No,Yes,Mailed check,No,No,No,26.67,1181.81,No
CUST10603,Female,0,No,Yes,17,Month-to-month,DSL,Yes,Mailed check,No,No,No,43.82,894.06,Yes
CUST11034,Female,0,Yes,No,42,Month-to-month,DSL,Yes,Bank transfer,No,No,Yes,47.08,1986.83,No
CUST10655,Female,0,No,No,19,Month-to-month,Fiber optic,No,Mailed check,No,No,No,61.11,994.97,No
CUST10844,Male,0,No,No,49,Month-to-month,DSL,Yes,Electronic check,No,Yes,No,50.49,2677.13,No
CUST10784,Female,0,No,Yes,4,Month-to-month,Fiber optic,No,Credit card,No,No,Yes,66.42,204.01,Yes
CUST11074,Male,0,No,No,9,Month-to-month,DSL,Yes,Mailed check,Yes,Yes,Yes,54.55,483.01,No
CUST10443,Male,0,Yes,No,54,Two year,DSL,Yes,Bank transfer,Yes,No,No,43.01,2241.16,No
CUST11178,Female,0,No,No,59,One year,No,No,Credit card,No,No,No,36.39,2280.52,No
CUST10436,Female,0,Yes,No,63,Month-to-month,Fiber optic,Yes,Credit card,Yes,No,No,63.93,3979.57,No
CUST11169,Male,0,No,No,1,Month-to-month,No,No,Credit card,No,No,No,29.3,20.0,Yes
CUST10101,Male,0,Yes,No,49,One year,No,No,Bank transfer,No,No,No,29.21,1303.55,No
CUST10773,Male,1,No,Yes,47,One year,DSL,Yes,Credit card,No,Yes,No,45.32,2075.42,No
CUST10495,Male,0,No,Yes,31,Two year,Fiber optic,Yes,Mailed check,No,No,Yes,63.39,1992.63,No
CUST11028,Male,0,No,No,19,Two year,Fiber optic,No,Mailed check,Yes,No,No,55.2,1094.29,No
CUST10807,Female,1,Yes,No,27,One year,Fiber optic,Yes,Mailed check,Yes,No,No,59.6,1552.82,No
CUST11142,Male,0,No,No,26,One year,Fiber optic,No,Electronic check,Yes,No,Yes,74.22,1838.91,Yes
CUST10846,Male,0,Yes,Yes,58,Month-to-month,DSL,No,Mailed check,Yes,No,No,46.65,2677.83,No
CUST10987,Female,0,Yes,Yes,40,Month-to-month,Fiber optic,Yes,Electronic check,No,No,No,64.58,2713.76,No
CUST10228,Female,0,Yes,No,42,Month-to-month,No,Yes,Mailed check,No,No,No,28.76,1285.49,No
CUST11193,Male,0,No,No,70,Month-to-month,Fiber optic,Yes,Credit card,No,Yes,No,60.98,4159.94,No
CUST10672,Female,1,No,No,9,Month-to-month,DSL,Yes,Electronic check,No,No,No,50.47,628.64,No
CUST10859,Female,0,Yes,No,3,Month-to-month,DSL,Yes,Mailed check,Yes,No,No,47.13,195.72,No
CUST10925,Male,0,No,No,48,Two year,Fiber optic,No,Credit card,No,No,No,61.51,2855.88,No
CUST10067,Female,0,Yes,No,57,Month-to-month,Fiber optic,Yes,Credit card,Yes,No,Yes,73.62,4184.69,No
CUST10068,Male,0,No,Yes,52,Two year,Fiber optic,No,Credit card,No,Yes,No,64.16,3385.24,No
CUST10817,Male,0,Yes,Yes,44,One year,Fiber optic,Yes,Mailed check,No,Yes,No,65.71,2873.96,No
CUST10212,Male,0,Yes,Yes,64,Month-to-month,Fiber optic,Yes,Electronic check,No,No,No,52.24,3237.03,No
CUST10013,Male,0,Yes,No,6,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No,Yes,73.42,322.4,No
CUST10494,Female,0,Yes,No,39,Two year,DSL,Yes,Electronic check,Yes,No,Yes,46.99,1943.68,No
CUST11165,Male,0,Yes,No,35,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,No,Yes,70.47,2250.33,No
CUST10300,Female,0,Yes,No,59,Month-to-month,DSL,Yes,Electronic check,Yes,No,Yes,54.4,3344.03,No
CUST10411,Male,0,No,Yes,28,Two year,No,Yes,Electronic check,No,No,No,28.26,717.1,No
CUST10757,Female,1,No,No,1,Month-to-month,DSL,Yes,Credit card,No,No,No,42.73,49.95,No
CUST11075,Male,0,No,No,11,One year,Fiber optic,No,Credit card,No,No,No,64.77,740.97,No
CUST10696,Female,0,No,No,7,Month-to-month,DSL,No,Bank transfer,No,No,No,30.76,203.71,Yes
CUST11151,Male,0,Yes,No,56,Two year,Fiber optic,No,Credit card,No,Yes,No,66.16,3620.12,No
CUST10724,Male,0,No,No,29,Two year,DSL,Yes,Electronic check,No,Yes,No,44.91,1375.1,No
CUST11016,Female,0,Yes,No,3,Month-to-month,DSL,Yes,Bank transfer,No,No,No,40.69,143.99,No
CUST10528,Female,0,Yes,No,28,Month-to-month,No,Yes,Mailed check,No,No,No,32.3,937.27,No
CUST10600,Female,0,Yes,No,32,Month-to-month,Fiber optic,Yes,Credit card,Yes,No,Yes,66.8,2131.11,Yes
CUST11120,Female,0,No,Yes,16,Month-to-month,DSL,Yes,Mailed check,Yes,Yes,Yes,55.9,885.81,No
CUST10567,Female,0,No,No,10,Month-to-month,DSL,Yes,Credit card,Yes,No,Yes,55.01,513.39,Yes
CUST10731,Male,0,Yes,No,30,One year,DSL,Yes,Credit card,No,Yes,No,48.55,1421.75,No
CUST10274,Female,0,No,Yes,15,One year,DSL,No,Electronic check,Yes,Yes,No,50.06,819.97,No
CUST10967,Male,0,No,No,45,One year,Fiber optic,No,Bank transfer,No,No,Yes,64.16,2889.1,No
CUST10238,Female,0,No,No,17,Month-to-month,Fiber optic,No,Bank transfer,No,Yes,No,63.7,1009.96,No
CUST10406,Female,0,No,No,63,Month-to-month,Fiber optic,No,Credit card,No,No,No,54.93,3357.34,No
CUST10003,Male,0,Yes,No,53,One year,Fiber optic,No,Credit card,No,Yes,No,60.44,3347.75,No
CUST10007,Male,0,No,No,22,Month-to-month,Fiber optic,Yes,Credit card,Yes,No,Yes,68.72,1594.49,No
CUST10312,Male,0,No,No,43,One year,No,Yes,Credit card,No,No,No,34.85,1527.78,No
CUST11091,Female,0,Yes,Yes,29,Month-to-month,DSL,Yes,Electronic check,No,No,Yes,40.03,1069.71,No
CUST10452,Female,0,No,Yes,52,Month-to-month,Fiber optic,Yes,Mailed check,No,Yes,Yes,72.78,3741.16,No
CUST10722,Male,0,Yes,Yes,25,Month-to-month,Fiber optic,Yes,Mailed check,Yes,No,No,69.52,1629.72,No
CUST10216,Male,0,No,Yes,56,Month-to-month,No,Yes,Bank transfer,No,No,No,37.13,1942.55,No
CUST11086,Male,1,Yes,No,60,Month-to-month,DSL,No,Bank transfer,Yes,Yes,Yes,60.41,3661.51,No
CUST10028,Female,0,Yes,No,13,One year,DSL,Yes,Bank transfer,No,Yes,Yes,54.92,733.46,No
CUST11158,Male,0,No,No,9,One year,Fiber optic,Yes,Credit card,Yes,Yes,Yes,75.15,752.23,No
CUST10362,Male,0,No,Yes,69,One year,Fiber optic,No,Bank transfer,No,No,No,55.25,3965.27,No
CUST10823,Female,0,Yes,Yes,38,Month-to-month,Fiber optic,Yes,Credit card,Yes,No,Yes,74.12,2984.12,Yes
CUST10781,Male,0,No,Yes,46,Month-to-month,DSL,Yes,Mailed check,Yes,Yes,No,55.72,2481.32,No
CUST10629,Male,1,No,No,39,Month-to-month,DSL,Yes,Electronic check,No,No,No,38.02,1484.45,No
CUST10454,Female,0,Yes,No,36,Month-to-month,Fiber optic,No,Mailed check,Yes,No,No,59.09,2169.27,No
CUST10739,Male,0,No,No,7,Month-to-month,DSL,Yes,Credit card,No,No,Yes,53.3,307.5,No
CUST10536,Female,0,Yes,Yes,37,One year,No,No,Mailed check,No,No,No,30.4,1171.23,No
CUST11050,Male,0,No,Yes,60,Month-to-month,DSL,No,Bank transfer,Yes,Yes,No,49.25,2894.81,No
CUST10399,Female,1,No,No,63,Month-to-month,Fiber optic,Yes,Electronic check,Yes,Yes,Yes,70.67,4413.36,No
CUST10257,Male,0,No,No,23,One year,Fiber optic,No,Electronic check,No,Yes,No,59.57,1270.82,No
CUST10292,Male,1,Yes,No,36,One year,Fiber optic,No,Electronic check,Yes,No,Yes,65.82,2421.09,No
CUST10026,Female,0,No,No,22,Month-to-month,Fiber optic,Yes,Mailed check,No,No,Yes,71.56,1581.64,No
CUST10337,Male,0,No,No,6,One year,DSL,Yes,Credit card,No,No,No,39.48,216.56,No
CUST10585,Female,0,No,No,38,Month-to-month,Fiber optic,No,Credit card,No,Yes,Yes,72.26,2988.5,No
CUST10048,Male,0,Yes,Yes,39,Month-to-month,No,No,Bank transfer,No,No,No,26.89,1110.37,No
CUST10319,Male,0,No,No,30,Month-to-month,Fiber optic,Yes,Electronic check,No,Yes,Yes,77.08,2267.07,No
CUST10107,Female,0,Yes,No,6,Month-to-month,Fiber optic,Yes,Credit card,No,Yes,No,64.02,280.27,No
CUST10799,Male,0,Yes,Yes,72,Two year,Fiber optic,Yes,Electronic check,No,Yes,No,70.85,5204.5,No
CUST10056,Female,0,No,Yes,13,Month-to-month,DSL,No,Credit card,No,No,Yes,49.83,671.46,Yes
CUST10523,Female,1,No,No,2,Two year,DSL,Yes,Credit card,Yes,No,No,43.9,187.17,No
CUST10214,Male,1,Yes,No,54,Month-to-month,Fiber optic,No,Mailed check,No,No,Yes,66.95,3557.93,No
CUST10121,Female,1,Yes,No,58,Two year,No,Yes,Credit card,No,No,No,30.25,1743.7,No
CUST10918,Female,1,No,Yes,68,One year,Fiber optic,Yes,Credit card,No,No,No,61.73,4202.29,Yes
CUST11068,Male,1,No,No,4,One year,DSL,Yes,Mailed check,No,No,Yes,49.93,271.65,Yes
CUST11118,Male,0,No,No,30,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No,Yes,70.32,2175.83,No
CUST10073,Male,0,Yes,No,9,Two year,DSL,Yes,Mailed check,Yes,No,No,42.88,427.26,No
CUST10948,Female,0,No,Yes,19,Month-to-month,Fiber optic,No,Credit card,No,Yes,Yes,69.89,1209.79,No
CUST10747,Male,0,Yes,No,33,One year,Fiber optic,Yes,Electronic check,Yes,No,Yes,72.34,2519.51,No
CUST10716,Female,0,Yes,No,54,Month-to-month,DSL,Yes,Bank transfer,Yes,Yes,Yes,59.39,3215.59,No
CUST10558,Female,1,No,No,31,Month-to-month,Fiber optic,Yes,Mailed check,No,Yes,Yes,75.18,2222.81,No
CUST11082,Male,1,Yes,No,52,Month-to-month,Fiber optic,Yes,Mailed check,No,No,Yes,65.16,3335.94,No
CUST11046,Male,0,Yes,No,31,Month-to-month,Fiber optic,No,Mailed check,No,Yes,Yes,73.1,2234.93,Yes
CUST10553,Male,0,Yes,No,51,Month-to-month,Fiber optic,No,Credit card,Yes,Yes,Yes,75.75,3677.66,No
CUST10562,Male,0,No,No,15,Two year,DSL,Yes,Electronic check,Yes,No,No,47.77,641.67,No
CUST10425,Female,1,No,No,52,Month-to-month,DSL,Yes,Credit card,Yes,No,No,54.88,2737.49,No
CUST11014,Male,0,Yes,No,66,Month-to-month,No,No,Credit card,No,No,No,24.65,1494.21,No
CUST10326,Female,0,No,No,23,Two year,DSL,No,Mailed check,No,No,Yes,51.43,1157.43,No
CUST10924,Male,0,Yes,No,24,One year,Fiber optic,Yes,Electronic check,No,No,Yes,72.31,1590.44,No
CUST10317,Male,0,No,No,71,Two year,DSL,No,Bank transfer,No,No,Yes,40.09,2823.72,No
CUST10804,Male,0,Yes,No,42,Two year,DSL,No,Electronic check,No,No,Yes,50.94,2154.71,No
CUST11163,Female,0,No,Yes,56,Two year,No,Yes,Bank transfer,No,No,No,30.83,1587.89,No
CUST10529,Female,0,No,No,25,Two year,DSL,Yes,Mailed check,Yes,No,No,50.84,1217.26,No
CUST10837,Male,0,Yes,Yes,57,Month-to-month,DSL,Yes,Mailed check,Yes,No,No,40.69,2323.38,No
CUST10715,Female,0,Yes,Yes,11,Month-to-month,DSL,No,Credit card,No,No,No,42.15,289.88,No
CUST10901,Male,0,Yes,No,43,Two year,Fiber optic,No,Mailed check,No,No,Yes,58.42,2429.56,No
CUST10061,Male,0,No,No,15,Month-to-month,DSL,No,Electronic check,No,No,Yes,54.25,794.47,Yes
CUST10723,Female,1,No,Yes,54,Month-to-month,Fiber optic,Yes,Electronic check,No,No,Yes,58.61,2972.41,Yes
CUST10093,Female,0,Yes,No,6,Month-to-month,DSL,Yes,Mailed check,No,Yes,No,44.73,151.84,No
CUST10858,Male,0,Yes,Yes,29,Month-to-month,No,Yes,Mailed check,No,No,No,27.17,1045.96,No
CUST10619,Male,0,No,Yes,29,One year,DSL,No,Credit card,No,Yes,Yes,51.72,1584.16,No
CUST10352,Male,0,Yes,No,65,One year,DSL,Yes,Mailed check,No,No,No,43.23,2788.9,No
CUST10933,Male,0,No,Yes,47,Month-to-month,Fiber optic,No,Credit card,No,No,No,53.01,2358.53,No
CUST10281,Female,0,No,Yes,35,Month-to-month,DSL,Yes,Mailed check,No,No,No,42.66,1413.42,No
CUST10421,Female,0,No,No,67,One year,Fiber optic,Yes,Mailed check,No,No,Yes,65.41,4358.2,No
CUST11115,Male,0,No,No,14,Month-to-month,Fiber optic,No,Electronic check,No,No,No,55.01,793.67,Yes
CUST10360,Male,0,No,Yes,23,One year,DSL,Yes,Mailed check,No,No,No,35.97,979.37,No
CUST10423,Female,1,No,No,47,Month-to-month,Fiber optic,Yes,Electronic check,No,No,Yes,64.53,3161.6,No
CUST10679,Female,0,Yes,Yes,11,One year,DSL,No,Credit card,No,Yes,No,44.75,545.18,No
CUST10527,Male,0,No,No,38,Two year,Fiber optic,Yes,Bank transfer,Yes,No,Yes,71.57,2660.55,No
CUST10478,Female,0,Yes,Yes,35,Month-to-month,Fiber optic,No,Mailed check,No,No,Yes,60.74,2159.53,No
CUST11095,Female,0,No,No,50,One year,Fiber optic,Yes,Electronic check,No,No,Yes,68.75,3474.24,No
CUST10183,Female,0,No,No,68,Month-to-month,DSL,No,Credit card,No,No,No,45.29,3110.02,No
CUST11092,Male,0,Yes,No,51,One year,Fiber optic,Yes,Electronic check,Yes,No,Yes,73.64,3854.65,No
CUST10433,Male,0,Yes,Yes,20,Month-to-month,DSL,No,Credit card,No,No,Yes,51.38,1029.11,No
CUST10111,Female,0,No,Yes,66,Month-to-month,Fiber optic,Yes,Credit card,Yes,Yes,No,70.6,4725.16,No
CUST10371,Female,0,No,Yes,48,Month-to-month,DSL,Yes,Credit card,Yes,No,Yes,59.75,2837.77,No
CUST10240,Female,0,No,No,45,One year,DSL,Yes,Credit card,No,Yes,Yes,49.47,2089.57,No
CUST10709,Female,0,No,No,13,Month-to-month,Fiber optic,Yes,Credit card,No,No,Yes,67.1,881.8,No
CUST10630,Male,0,No,No,54,One year,Fiber optic,Yes,Electronic check,No,Yes,No,67.61,3614.43,No
CUST10594,Female,0,Yes,No,12,Month-to-month,No,Yes,Electronic check,No,No,No,27.83,330.81,No
CUST10486,Female,0,No,No,10,Month-to-month,DSL,Yes,Bank transfer,No,No,Yes,49.4,336.95,No
CUST10701,Female,0,No,Yes,12,Month-to-month,Fiber optic,No,Electronic check,Yes,No,Yes,69.45,863.38,Yes
CUST10262,Female,0,No,No,20,Month-to-month,No,Yes,Credit card,No,No,No,35.25,591.9,Yes
CUST10480,Female,1,Yes,Yes,61,Month-to-month,Fiber optic,No,Credit card,No,No,Yes,67.99,4186.79,No
CUST10650,Male,0,Yes,Yes,35,Month-to-month,No,Yes,Credit card,No,No,No,30.35,938.99,No
CUST10340,Female,0,Yes,Yes,11,Month-to-month,Fiber optic,No,Electronic check,No,No,Yes,61.67,754.1,No
CUST10669,Male,0,Yes,Yes,23,One year,DSL,Yes,Mailed check,Yes,No,No,42.49,1014.38,No
CUST10552,Female,0,No,No,65,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes,No,60.52,3921.75,No
CUST10459,Male,0,Yes,Yes,20,One year,DSL,Yes,Bank transfer,No,Yes,Yes,55.06,1211.15,No
CUST10184,Male,0,No,No,18,One year,Fiber optic,Yes,Bank transfer,No,Yes,Yes,74.78,1287.12,No
CUST10138,Male,0,Yes,Yes,56,Month-to-month,DSL,No,Mailed check,No,Yes,Yes,53.43,2887.93,No
CUST11161,Female,0,Yes,No,63,Month-to-month,Fiber optic,Yes,Mailed check,Yes,Yes,No,67.78,4399.97,Yes
CUST10707,Female,0,No,No,46,One year,DSL,Yes,Credit card,Yes,No,No,51.04,2287.9,No
CUST10582,Male,0,Yes,Yes,36,Month-to-month,DSL,Yes,Credit card,No,No,No,37.0,1512.69,No
CUST10081,Male,0,Yes,Yes,62,One year,Fiber optic,No,Mailed check,No,No,No,60.75,3696.38,No
CUST10769,Female,0,No,No,18,Month-to-month,DSL,Yes,Bank transfer,Yes,No,Yes,56.49,1105.81,Yes
CUST10870,Female,0,Yes,No,47,Month-to-month,Fiber optic,Yes,Mailed check,Yes,No,Yes,74.0,3562.1,No
CUST10762,Female,0,Yes,Yes,8,Two year,No,Yes,Electronic check,No,No,No,27.31,305.44,No
CUST10030,Female,0,No,No,42,Month-to-month,No,No,Electronic check,No,No,No,24.56,925.71,No
CUST10542,Female,0,No,No,32,Month-to-month,DSL,No,Electronic check,Yes,No,No,49.32,1481.46,No
CUST10166,Male,0,Yes,Yes,55,Month-to-month,Fiber optic,No,Mailed check,No,No,Yes,64.14,3585.45,No
CUST10249,Male,0,Yes,No,13,Month-to-month,DSL,Yes,Credit card,Yes,No,No,49.69,565.6,No
CUST10308,Female,0,Yes,Yes,3,One year,DSL,Yes,Electronic check,No,No,No,46.22,280.9,No
CUST10448,Female,0,No,Yes,13,Two year,DSL,Yes,Bank transfer,No,Yes,Yes,53.91,695.08,Yes
CUST10347,Male,0,Yes,No,5,One year,Fiber optic,No,Mailed check,Yes,Yes,Yes,74.66,289.87,No
CUST10335,Female,0,Yes,No,15,Month-to-month,DSL,Yes,Mailed check,No,No,Yes,52.95,651.28,No
CUST10286,Male,0,No,Yes,61,One year,No,Yes,Bank transfer,No,No,No,28.91,1873.55,No
CUST10950,Male,0,No,Yes,60,One year,DSL,No,Bank transfer,No,Yes,No,45.07,2788.0,No
CUST10098,Female,0,Yes,No,72,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,No,Yes,63.87,4688.47,No
CUST10468,Male,0,Yes,No,58,Month-to-month,Fiber optic,No,Electronic check,No,Yes,Yes,74.66,4483.58,No
CUST11037,Female,0,No,Yes,55,Month-to-month,Fiber optic,Yes,Credit card,Yes,No,Yes,74.46,4014.82,No
CUST10913,Male,1,Yes,No,51,Month-to-month,Fiber optic,Yes,Mailed check,No,No,Yes,69.74,3558.52,No
CUST10756,Female,1,Yes,No,4,Two year,Fiber optic,No,Bank transfer,Yes,No,No,58.26,188.69,No
CUST10945,Male,1,Yes,No,43,Month-to-month,DSL,No,Credit card,No,Yes,Yes,55.22,2333.84,No
CUST10614,Female,0,Yes,No,32,Month-to-month,DSL,No,Credit card,No,No,Yes,46.04,1414.16,No
CUST10802,Female,0,Yes,No,18,One year,DSL,No,Mailed check,No,No,Yes,43.89,768.68,No
CUST10758,Male,0,No,Yes,71,Two year,Fiber optic,No,Credit card,Yes,No,Yes,63.59,4458.67,No
CUST10689,Male,0,Yes,No,46,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No,Yes,75.39,3433.94,Yes
CUST10066,Female,0,No,Yes,33,Month-to-month,DSL,Yes,Mailed check,No,No,Yes,53.18,1716.66,No
CUST10794,Female,0,No,No,1,Month-to-month,No,Yes,Credit card,No,No,No,27.6,20.0,No
CUST10744,Male,0,Yes,No,7,One year,DSL,No,Bank transfer,Yes,No,Yes,53.52,525.16,No
CUST10568,Female,0,No,No,18,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No,No,62.22,1123.12,No
CUST11084,Female,0,No,No,2,One year,DSL,Yes,Credit card,No,No,Yes,57.4,146.12,No
CUST11099,Female,1,No,Yes,25,One year,DSL,Yes,Mailed check,Yes,No,Yes,52.42,1417.83,No
CUST10303,Male,0,No,Yes,4,One year,DSL,No,Mailed check,No,No,No,42.14,34.43,No
CUST10255,Male,0,No,No,58,Two year,Fiber optic,Yes,Bank transfer,No,Yes,No,54.59,3093.94,No
CUST10959,Female,0,No,No,40,One year,No,No,Electronic check,No,No,No,27.7,1169.04,No
CUST11024,Female,1,Yes,Yes,25,Month-to-month,DSL,No,Mailed check,Yes,Yes,Yes,61.13,1609.2,No
CUST10313,Female,0,Yes,No,31,Month-to-month,Fiber optic,Yes,Credit card,No,Yes,No,57.03,1900.88,No
CUST10530,Female,0,Yes,No,10,Month-to-month,DSL,Yes,Credit card,No,No,No,45.17,498.55,Yes
CUST10222,Male,0,No,No,22,Month-to-month,No,No,Credit card,No,No,No,28.59,752.63,Yes
CUST10389,Male,0,Yes,No,48,One year,DSL,No,Bank transfer,Yes,No,Yes,59.65,2844.48,No
CUST10236,Female,0,No,No,17,Month-to-month,No,No,Electronic check,No,No,No,36.27,581.92,Yes
CUST10810,Male,1,No,No,21,One year,DSL,Yes,Bank transfer,No,Yes,Yes,51.45,1183.25,No
CUST10483,Male,0,Yes,Yes,32,Month-to-month,Fiber optic,Yes,Bank transfer,Yes,Yes,Yes,72.9,2210.98,No
CUST10713,Male,0,No,No,49,One year,Fiber optic,No,Credit card,Yes,Yes,No,66.25,3253.07,No
CUST10306,Male,1,No,No,66,One year,DSL,No,Mailed check,Yes,No,Yes,49.37,3395.4,No
CUST11111,Male,0,Yes,No,15,Two year,DSL,Yes,Electronic check,No,Yes,No,48.4,660.05,No
CUST11090,Female,0,No,No,23,One year,Fiber optic,No,Mailed check,No,No,Yes,64.41,1488.86,No
CUST10772,Male,0,No,Yes,16,Month-to-month,DSL,Yes,Credit card,Yes,No,No,39.44,697.27,No
CUST10917,Female,0,No,No,9,One year,DSL,No,Mailed check,Yes,Yes,Yes,66.23,513.56,No
CUST11139,Female,0,Yes,No,55,Two year,Fiber optic,No,Bank transfer,Yes,Yes,No,74.66,4147.22,No
CUST10250,Male,0,Yes,No,31,Month-to-month,Fiber optic,No,Electronic check,No,No,Yes,67.22,2036.85,No
CUST10760,Male,0,Yes,Yes,61,Month-to-month,Fiber optic,Yes,Credit card,No,No,Yes,65.56,4020.66,No
CUST10595,Female,0,Yes,Yes,16,Month-to-month,Fiber optic,No,Mailed check,No,No,No,57.65,1073.35,No
CUST10072,Female,1,No,No,44,Month-to-month,Fiber optic,No,Bank transfer,No,Yes,No,63.38,2885.77,No
CUST10095,Female,0,No,No,37,Month-to-month,DSL,No,Credit card,Yes,No,No,55.09,1905.8,No
CUST10546,Female,1,No,Yes,10,Two year,Fiber optic,Yes,Bank transfer,No,No,No,56.56,695.19,No
